machine_id,cpu,gpu,ram_gb,os,engine_version,build_config,rhi,affinity,core_count,substrate,scenario,param_n,param_extra,repeat_index,warmup_seconds,measured_seconds,measured_frames,average_fps,hitch_ratio,render_bound,warnings,frame_ms_median,frame_ms_p95,frame_ms_min,frame_ms_max,scenario_ms_median,scenario_ms_p95,game_ms_median,game_ms_p95,render_ms_median,gpu_ms_median
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=disabled;tickgroup=prephysics,0,3.001,10.0,6464,646.4,0.0133,True,히치 1.3% (86 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.498ms)가 게임 스레드(0.817ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.5154,2.0621,0.621,21.7959,0.0004,0.0007,0.8169,1.1736,1.4984,0.3496
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=disabled;tickgroup=prephysics,1,3.0,10.001,6512,651.1,0.01612,True,히치 1.6% (105 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.485ms)가 게임 스레드(0.831ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.496,2.0714,0.6665,20.9058,0.0005,0.0008,0.8315,1.2088,1.4848,0.35
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=disabled;tickgroup=prephysics,2,3.001,10.0,6333,633.3,0.01026,True,히치 1.0% (65 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.530ms)가 게임 스레드(0.811ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.5509,2.0822,0.7671,22.2208,0.0005,0.0008,0.811,1.1439,1.5296,0.349
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=disabled;tickgroup=prephysics,3,3.001,10.0,6186,618.6,0.01536,True,히치 1.5% (95 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.566ms)가 게임 스레드(0.846ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.5835,2.1769,0.7151,21.3588,0.0005,0.0009,0.8456,1.2728,1.5663,0.3487
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=disabled;tickgroup=prephysics,4,3.001,10.001,6232,623.2,0.01139,True,히치 1.1% (71 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.559ms)가 게임 스레드(0.840ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.5758,2.1166,0.7073,21.8807,0.0006,0.0009,0.8404,1.2012,1.5591,0.3485
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=tick;tickgroup=prephysics,0,3.009,10.0,6559,655.9,0.02226,True,히치 2.2% (146 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.469ms)가 게임 스레드(0.796ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.4862,2.0844,0.6196,24.9042,0.0005,0.0008,0.7957,1.2037,1.4691,0.3522
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=tick;tickgroup=prephysics,1,3.0,10.0,6862,686.2,0.02201,True,히치 2.2% (151 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.410ms)가 게임 스레드(0.785ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.4199,1.9862,0.6305,23.9113,0.0004,0.0007,0.7848,1.1314,1.4101,0.3524
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=tick;tickgroup=prephysics,2,3.0,10.002,6213,621.2,0.01465,True,히치 1.5% (91 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.560ms)가 게임 스레드(0.877ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.5766,2.1624,0.6455,24.9792,0.0006,0.001,0.8775,1.2834,1.5596,0.3506
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=tick;tickgroup=prephysics,3,3.001,10.001,6454,645.3,0.02278,True,히치 2.3% (147 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.488ms)가 게임 스레드(0.847ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.5063,2.1307,0.6303,22.1902,0.0005,0.0008,0.8473,1.2126,1.488,0.3517
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=tick;tickgroup=prephysics,4,3.001,10.001,6376,637.5,0.01255,True,히치 1.3% (80 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.522ms)가 게임 스레드(0.834ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.5406,2.1002,0.6143,22.2047,0.0005,0.0008,0.8344,1.2158,1.5216,0.3504
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=timer;tickgroup=prephysics,0,3.0,10.0,6360,636.0,0.01226,True,히치 1.2% (78 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.530ms)가 게임 스레드(0.804ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.5411,2.1016,0.7413,19.8757,0.0005,0.0008,0.804,1.1679,1.53,0.3506
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=timer;tickgroup=prephysics,1,3.001,10.001,6554,655.4,0.02273,True,히치 2.3% (149 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.462ms)가 게임 스레드(0.756ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.4798,2.0729,0.6134,28.348,0.0004,0.0007,0.7559,1.0838,1.4625,0.3528
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=timer;tickgroup=prephysics,2,3.0,10.002,6402,640.1,0.01281,True,히치 1.3% (82 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.508ms)가 게임 스레드(0.806ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.5281,2.072,0.6927,21.5315,0.0004,0.0008,0.8062,1.161,1.5079,0.3505
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=timer;tickgroup=prephysics,3,3.001,10.002,6308,630.7,0.00824,True,렌더 스레드(1.547ms)가 게임 스레드(0.749ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.5657,2.0827,0.7081,23.3804,0.0005,0.0008,0.7489,1.0209,1.5474,0.3511
desktop-13900kf,13th Gen Intel(R) Core(TM) i9-13900KF,NVIDIA GeForce RTX 4060 Ti,128,10.0.26200.1.256.64bit,5.8.1-56057345+++UE5+Release-5.8,Development,D3D12 (SM6),FFFF,32,False,tickvstimer,10,mode=timer;tickgroup=prephysics,4,3.0,10.0,6354,635.4,0.01039,True,히치 1.0% (66 프레임). 백그라운드 프로세스와 코어 고정을 확인한다 | 렌더 스레드(1.526ms)가 게임 스레드(0.790ms)보다 크다. CPU 항목이면 -nullrhi 로 돌린다,1.549,2.1001,0.7081,20.018,0.0005,0.0009,0.7896,1.158,1.5257,0.3497
